id,ipk_smt1,ipk_smt2,ipk_smt3,ipk_smt4,ipk_smt5,ipk_smt6,ipk_smt7,ipk_smt8,kehadiran_mk1,kehadiran_mk2,kehadiran_mk3,kehadiran_mk4,kehadiran_mk5,kehadiran_mk6,retake,online_activity1,online_activity2,online_activity3,online_activity4,online_activity5,online_activity6,status_pekerjaan,beban_kerja,sosial_ekonomi
2051.0,2.53,3.01,2.69,3.24,2.81,2.75,3.02,2.8,94.4,90.6,94.1,92.2,98.6,93.3,2.0,8.5,3.9,6.7,2.2,6.9,5.1,Paruh Waktu,18.0,Rendah
2052.0,3.17,2.36,3.12,3.2,2.97,3.41,2.29,2.07,68.6,85.6,89.4,91.3,84.4,88.1,2.0,5.7,5.9,6.0,6.8,2.5,3.5,Tidak Bekerja,0.0,Menengah
2053.0,3.09,2.97,3.38,3.48,3.12,3.01,2.75,2.76,94.0,90.9,90.9,84.3,71.3,78.7,4.0,3.9,5.5,7.2,4.8,3.3,1.4,Tidak Bekerja,0.0,Rendah
2054.0,3.92,3.21,2.73,2.98,2.59,3.3,2.89,3.55,81.7,82.3,82.9,79.9,90.6,87.6,0.0,5.7,1.0,3.0,4.8,5.2,8.2,Penuh Waktu,30.0,Menengah
2055.0,2.22,2.69,2.32,3.48,2.22,3.71,2.79,2.66,64.1,100.0,90.1,72.8,79.8,68.5,3.0,3.4,4.8,8.3,10.0,6.1,1.9,Tidak Bekerja,0.0,Menengah
2056.0,3.37,2.37,3.27,3.48,2.96,2.76,3.26,3.42,80.3,78.7,78.6,62.5,94.3,84.9,0.0,4.4,4.1,5.9,3.7,6.8,4.2,Paruh Waktu,14.0,Rendah
2057.0,2.85,2.28,2.81,3.62,3.24,2.06,1.84,1.9,79.1,81.7,96.2,93.1,90.7,78.9,,3.9,3.7,7.8,3.8,2.1,4.7,Tidak Bekerja,0.0,Menengah
2058.0,2.23,2.73,2.93,2.94,3.04,2.87,2.25,2.61,,89.5,77.7,84.6,100.0,94.3,0.0,6.8,4.9,5.4,5.0,6.0,2.5,Tidak Bekerja,0.0,Rendah
2059.0,3.29,3.13,2.53,3.0,3.12,2.38,2.54,2.9,92.6,89.0,89.0,80.8,75.9,90.0,2.0,3.6,4.1,1.4,3.8,4.2,3.0,Paruh Waktu,10.0,Rendah
2060.0,2.64,2.42,3.02,2.77,3.13,1.75,3.01,2.49,85.4,84.1,98.5,66.4,100.0,92.1,2.0,5.3,2.1,1.7,3.9,6.3,5.0,Penuh Waktu,38.0,
2061.0,2.32,2.6,3.17,2.3,2.54,3.07,2.52,2.79,83.5,83.6,82.9,89.5,65.9,82.3,0.0,3.4,6.4,7.4,5.0,4.7,6.0,Tidak Bekerja,0.0,Menengah
2062.0,3.1,3.27,3.08,2.81,2.43,2.61,2.73,2.92,76.5,83.6,93.7,94.6,80.8,79.5,1.0,5.2,4.9,1.4,8.5,3.7,4.1,Paruh Waktu,16.0,Tinggi
2063.0,2.03,3.11,2.68,3.14,,3.46,3.4,1.96,79.9,81.0,70.6,82.4,90.6,80.3,2.0,1.6,6.5,3.4,3.6,8.4,5.8,Tidak Bekerja,0.0,Rendah
2064.0,3.23,2.6,2.4,3.0,2.91,2.71,3.65,2.85,73.2,88.8,77.8,82.9,92.3,93.2,0.0,0.0,3.8,3.9,4.9,3.2,4.3,,0.0,Tinggi
2065.0,,2.73,3.16,1.51,,2.34,1.61,2.8,84.0,80.3,83.7,86.0,95.1,,1.0,5.7,9.6,3.6,2.3,7.3,8.7,Tidak Bekerja,0.0,Tinggi
2066.0,2.48,3.04,3.07,2.43,3.67,3.73,,2.85,94.1,66.2,85.3,68.5,91.7,85.9,2.0,4.3,1.9,3.8,6.0,4.9,7.4,Penuh Waktu,47.0,Menengah
2067.0,2.27,2.12,3.34,2.16,2.1,2.8,2.61,2.66,100.0,75.1,90.0,85.9,95.1,77.1,0.0,4.6,5.2,2.1,1.4,5.0,7.7,Paruh Waktu,10.0,Rendah
2068.0,3.33,2.68,3.14,4.0,2.46,2.66,2.95,,83.8,92.3,88.5,84.3,80.8,,1.0,11.1,1.9,2.1,5.5,5.4,5.9,Tidak Bekerja,0.0,Rendah
2069.0,2.24,2.83,2.49,1.99,2.11,3.21,2.45,3.37,84.6,71.3,89.8,77.0,81.2,96.3,1.0,2.4,4.1,2.8,2.6,4.1,3.3,Penuh Waktu,36.0,Rendah
2070.0,3.02,2.7,2.04,3.22,2.35,3.82,2.67,,96.2,87.7,84.4,92.3,82.0,87.0,2.0,4.6,5.1,6.7,2.6,4.1,4.0,Tidak Bekerja,0.0,Menengah
,2.64,1.33,2.54,3.12,2.82,2.5,2.86,3.38,95.6,70.4,85.2,86.6,74.0,77.1,2.0,3.1,3.2,1.9,4.6,,3.7,Paruh Waktu,10.0,Menengah
2072.0,2.92,3.03,1.84,3.16,3.96,2.89,3.14,3.3,100.0,91.1,69.2,87.3,92.8,92.0,0.0,4.7,4.3,4.3,4.7,5.3,6.1,Tidak Bekerja,0.0,Menengah
2073.0,2.97,3.38,3.02,2.4,3.81,2.4,2.56,3.05,100.0,89.0,78.6,68.6,67.9,85.1,0.0,6.1,2.2,5.4,2.4,3.2,6.3,Paruh Waktu,19.0,Menengah
2074.0,2.97,3.16,3.02,2.66,3.35,2.9,2.65,1.88,,73.4,75.0,89.6,89.8,73.8,0.0,4.2,4.9,6.6,3.8,6.6,3.3,Paruh Waktu,12.0,Rendah
2075.0,3.0,3.83,2.71,3.17,2.16,3.6,2.35,2.68,90.1,77.2,95.8,78.4,93.3,95.7,1.0,6.2,6.4,10.1,5.8,5.2,5.7,Paruh Waktu,15.0,Rendah
2076.0,2.46,3.34,2.01,1.74,2.79,3.07,3.01,2.09,82.8,88.0,93.2,66.4,84.8,88.0,2.0,2.9,5.5,3.5,6.4,7.4,3.0,Paruh Waktu,11.0,Menengah
2077.0,2.78,3.21,3.08,2.65,2.42,3.13,2.98,1.95,76.5,93.7,66.8,75.7,95.7,75.8,0.0,1.7,3.5,3.6,3.9,4.3,5.8,Tidak Bekerja,0.0,Menengah
2078.0,3.04,3.19,2.42,2.02,3.02,2.82,2.07,3.1,56.7,75.2,100.0,100.0,94.1,81.7,0.0,5.7,0.9,4.1,1.8,7.2,6.6,Penuh Waktu,46.0,Menengah
2079.0,2.41,2.77,2.7,2.93,2.2,2.76,2.75,2.84,75.7,78.9,76.7,100.0,97.0,84.3,0.0,5.9,8.1,8.2,5.8,3.3,7.4,Tidak Bekerja,0.0,Menengah
2080.0,3.01,3.38,3.24,2.55,2.97,3.69,2.69,2.81,82.6,87.0,87.8,94.8,79.5,87.6,3.0,2.5,2.7,7.0,2.1,6.1,3.3,Paruh Waktu,19.0,Menengah
2081.0,2.43,1.98,2.82,2.28,2.61,3.04,1.7,,75.5,70.0,85.3,79.9,91.1,89.1,0.0,6.1,,5.3,5.3,2.5,4.7,Paruh Waktu,13.0,Menengah
2082.0,1.96,3.18,,3.29,3.13,4.0,2.44,1.63,66.1,82.9,86.6,77.8,88.6,93.9,1.0,6.2,4.9,3.3,6.7,7.8,3.8,Tidak Bekerja,0.0,Rendah
2083.0,2.16,3.33,2.91,2.9,3.61,1.85,2.64,2.94,100.0,84.5,80.2,87.2,92.3,96.9,1.0,7.9,1.2,3.5,6.7,5.5,5.9,Paruh Waktu,,Rendah
2084.0,2.24,2.1,2.44,1.08,2.75,3.6,,3.36,81.1,100.0,89.1,84.7,75.2,86.8,1.0,8.6,1.2,4.8,4.3,2.2,3.5,Tidak Bekerja,0.0,Menengah
2085.0,2.71,3.19,2.69,2.89,2.5,2.6,3.15,2.38,74.2,82.0,84.8,75.2,99.3,86.9,0.0,3.4,6.0,6.9,2.8,6.0,4.0,Paruh Waktu,11.0,Menengah
2086.0,1.75,3.74,1.69,2.83,3.26,2.71,2.56,2.69,81.9,68.5,60.4,96.3,76.9,84.7,1.0,2.5,4.4,6.6,4.0,7.6,5.3,Penuh Waktu,44.0,Tinggi
2087.0,3.65,2.28,3.13,2.96,2.39,2.87,2.54,2.32,75.3,77.8,73.3,100.0,75.5,,2.0,5.8,1.6,3.3,5.7,3.7,5.4,Paruh Waktu,17.0,Tinggi
2088.0,2.33,2.06,3.02,2.25,3.52,2.83,2.65,2.34,87.2,69.1,60.3,69.5,96.4,75.8,0.0,2.1,4.8,9.4,7.2,3.4,3.4,Tidak Bekerja,0.0,Rendah
2089.0,2.58,3.12,2.11,2.34,2.77,3.0,3.48,3.09,86.4,84.5,83.6,73.2,88.7,80.4,4.0,5.3,3.1,4.8,3.1,6.0,4.4,Tidak Bekerja,0.0,Menengah
2090.0,2.4,1.99,1.66,3.06,2.89,2.94,3.6,2.83,87.3,71.0,100.0,83.4,76.8,87.1,2.0,9.0,9.3,3.1,7.4,5.7,7.0,Tidak Bekerja,0.0,Menengah
2091.0,5.0,2.91,2.76,4.0,2.53,2.14,3.08,2.5,95.6,93.8,92.1,77.2,93.6,100.0,2.0,4.2,4.6,4.7,4.4,5.3,5.0,Tidak Bekerja,0.0,Menengah
2092.0,2.8,3.44,3.75,2.2,2.81,3.21,1.93,3.28,100.0,97.8,89.4,100.0,88.6,71.8,2.0,4.0,4.5,4.9,4.8,4.3,5.4,Penuh Waktu,46.0,Rendah
,2.67,3.1,3.6,2.12,2.98,2.03,3.46,2.26,77.8,79.2,87.8,88.0,91.0,97.3,3.0,4.4,3.7,3.1,5.3,5.0,2.2,Tidak Bekerja,0.0,Menengah
2094.0,2.21,2.89,3.27,2.96,3.38,2.36,,3.36,88.5,95.9,86.1,96.6,92.0,82.0,2.0,4.3,6.2,4.2,5.5,5.0,3.3,Tidak Bekerja,0.0,Menengah
2095.0,2.85,2.42,2.77,2.78,3.38,2.28,2.79,3.03,95.7,79.0,100.0,68.2,70.2,87.2,2.0,1.7,3.7,6.0,7.9,5.6,5.8,Tidak Bekerja,0.0,Menengah
2096.0,2.96,2.64,1.71,1.73,2.55,3.11,3.29,3.23,65.7,78.3,76.5,93.6,81.7,97.5,1.0,5.1,4.3,4.7,2.2,4.0,6.0,Tidak Bekerja,0.0,Menengah
2097.0,2.21,3.21,2.14,2.51,2.13,2.93,3.09,3.05,84.2,87.1,94.4,81.5,83.2,95.2,0.0,4.8,5.2,7.7,4.3,6.6,6.4,Paruh Waktu,13.0,Rendah
2098.0,2.34,3.9,1.67,3.37,3.15,3.15,2.8,3.42,80.5,88.9,85.7,82.7,86.2,75.5,1.0,3.7,8.2,10.8,6.0,6.7,5.5,Penuh Waktu,43.0,Rendah
2099.0,2.35,2.94,3.05,2.86,3.74,2.9,3.47,3.69,83.7,100.0,98.0,,97.6,78.5,0.0,6.0,7.2,6.7,,3.3,2.9,Paruh Waktu,12.0,Menengah
2100.0,2.22,3.33,2.64,2.71,3.32,3.59,2.69,3.01,84.7,100.0,99.7,86.1,91.4,95.8,0.0,3.7,4.7,7.0,2.3,6.3,6.1,Paruh Waktu,,Rendah
2101.0,2.15,1.84,2.81,2.81,3.06,3.16,2.95,2.81,93.8,99.2,78.2,92.7,78.8,87.2,1.0,7.1,4.5,3.1,4.1,3.1,2.9,,17.0,Menengah
2102.0,3.13,3.08,2.84,2.92,2.92,3.21,3.5,3.28,70.9,80.1,100.0,69.1,80.7,100.0,3.0,2.7,3.4,4.8,2.3,6.7,6.1,Tidak Bekerja,0.0,Menengah
2103.0,1.96,3.74,2.25,2.97,2.58,3.04,2.48,3.19,100.0,86.3,68.7,72.8,100.0,90.8,1.0,4.6,7.2,4.4,6.8,1.2,4.2,Tidak Bekerja,0.0,Rendah
2104.0,2.45,3.0,2.8,2.5,3.33,3.13,2.93,2.13,88.3,91.3,93.4,80.6,97.2,96.0,3.0,8.1,2.4,4.2,2.4,3.4,2.2,Paruh Waktu,17.0,Rendah
2105.0,3.07,2.63,3.23,1.92,2.83,2.47,2.23,2.01,91.3,90.1,97.0,91.7,82.1,100.0,1.0,7.0,2.7,4.7,5.5,4.5,9.1,Paruh Waktu,15.0,Rendah
2106.0,2.97,1.8,2.51,3.06,2.94,3.05,2.34,2.95,67.3,83.0,100.0,93.8,86.9,79.4,0.0,7.5,5.0,4.2,7.7,5.1,5.7,Penuh Waktu,42.0,Menengah
2107.0,3.11,2.72,2.69,2.21,3.19,2.57,2.87,3.43,100.0,77.0,82.0,90.8,78.3,95.0,1.0,6.3,6.2,4.6,5.2,6.0,5.4,Paruh Waktu,13.0,Menengah
2108.0,3.65,2.95,2.84,2.84,2.8,2.85,2.41,2.26,86.1,99.9,92.8,72.7,,92.3,1.0,8.0,8.6,4.6,6.6,5.5,4.8,Penuh Waktu,39.0,Menengah
2109.0,3.83,2.39,3.66,2.56,2.45,2.43,3.26,2.74,81.2,60.1,70.8,95.2,97.8,98.9,1.0,2.9,6.2,3.3,7.6,6.6,5.3,Penuh Waktu,43.0,Menengah
2110.0,2.03,2.43,3.23,2.74,2.75,,3.03,3.47,100.0,83.5,100.0,95.0,87.7,62.9,1.0,4.2,4.3,5.7,4.6,3.9,9.1,Penuh Waktu,30.0,Rendah
2111.0,2.95,2.98,2.33,2.44,2.33,2.77,2.83,2.81,95.9,86.9,65.0,80.6,83.7,79.6,2.0,4.6,3.7,7.5,2.3,2.3,1.9,Tidak Bekerja,0.0,Menengah
2112.0,2.49,2.03,2.38,2.28,3.2,2.64,2.16,3.46,90.6,76.1,88.9,69.6,67.5,73.5,,,8.0,2.8,,8.4,6.5,Penuh Waktu,30.0,Tinggi
2113.0,3.61,2.78,2.63,2.66,2.38,2.98,2.29,3.14,85.2,87.4,100.0,70.5,85.2,91.4,0.0,3.8,6.9,3.9,5.6,4.8,5.3,Tidak Bekerja,0.0,Tinggi
2114.0,3.0,1.98,2.91,2.5,2.82,2.74,3.03,3.87,100.0,93.2,81.6,86.9,81.0,77.6,0.0,1.1,4.5,5.6,6.2,5.2,3.6,Penuh Waktu,42.0,Menengah
2115.0,2.76,2.54,1.99,3.22,3.33,2.26,1.15,3.75,80.8,75.3,83.9,88.2,78.7,86.3,2.0,4.8,3.6,1.7,7.7,6.1,3.5,Tidak Bekerja,0.0,Menengah
2116.0,2.76,3.37,2.85,2.94,3.73,2.17,2.56,2.18,100.0,100.0,100.0,90.5,88.8,80.4,2.0,6.5,2.4,2.4,4.2,8.8,4.0,Paruh Waktu,16.0,Tinggi
2117.0,2.06,3.07,3.84,3.26,2.97,2.47,2.84,3.03,96.2,100.0,78.9,69.5,89.8,83.6,1.0,3.0,3.8,2.9,5.4,9.0,5.2,Penuh Waktu,47.0,Menengah
2118.0,2.78,3.28,2.83,2.64,3.17,2.56,3.0,2.35,74.5,76.3,84.7,78.5,78.8,83.5,2.0,4.9,1.9,0.0,5.8,5.3,2.3,Penuh Waktu,41.0,Rendah
2119.0,3.06,2.47,3.11,2.51,2.78,3.08,2.02,3.26,93.5,67.1,51.1,64.1,85.5,100.0,1.0,6.7,7.3,6.8,,0.6,7.4,Tidak Bekerja,0.0,Rendah
2120.0,2.77,2.82,2.74,3.43,1.89,2.75,3.07,2.86,99.0,87.1,81.4,78.4,68.9,78.6,3.0,2.5,4.8,1.2,5.2,4.2,7.4,Paruh Waktu,14.0,Tinggi
2121.0,3.4,2.8,3.04,2.31,3.17,3.67,2.78,2.36,74.5,71.2,72.3,77.6,69.5,88.4,1.0,3.5,6.5,,5.8,6.7,3.7,Tidak Bekerja,0.0,Rendah
2122.0,2.53,2.76,2.7,2.87,3.21,3.54,3.05,2.92,80.9,70.2,79.1,82.6,66.3,78.5,1.0,7.4,4.9,5.7,7.7,5.2,5.1,Paruh Waktu,10.0,Menengah
2123.0,2.29,2.41,2.71,2.75,2.78,3.16,2.6,3.12,81.5,81.0,79.3,84.6,91.6,91.4,,6.2,5.6,2.7,10.5,2.3,5.2,Paruh Waktu,18.0,Menengah
2124.0,2.85,2.34,2.86,2.57,2.64,2.77,3.1,3.2,77.7,88.6,82.3,92.7,74.8,84.8,1.0,1.3,6.4,8.6,8.1,6.7,6.1,Tidak Bekerja,0.0,Rendah
2125.0,2.62,3.46,2.68,2.29,1.99,2.33,3.63,2.7,77.4,84.1,88.3,66.4,76.1,70.1,2.0,7.9,4.8,4.6,4.6,2.8,6.0,Tidak Bekerja,0.0,Menengah
2126.0,2.43,2.55,2.64,3.19,3.35,2.52,2.74,2.63,92.6,89.7,84.1,95.1,90.2,77.3,1.0,5.0,4.6,3.0,4.5,7.3,7.2,Paruh Waktu,18.0,Rendah
2127.0,2.86,2.78,2.38,2.29,3.46,2.94,3.22,2.51,90.0,81.5,91.7,71.0,71.1,73.9,0.0,5.0,0.6,5.9,6.2,1.5,4.2,Penuh Waktu,30.0,Rendah
2128.0,2.87,2.22,3.09,2.78,2.61,3.14,1.85,2.97,84.8,82.7,92.1,98.3,87.1,89.9,0.0,4.1,3.7,5.5,4.3,4.3,8.0,Tidak Bekerja,0.0,Tinggi
2129.0,3.38,3.23,3.0,2.94,3.75,3.38,2.37,2.98,91.3,77.9,89.1,77.1,84.3,83.1,0.0,7.5,7.0,3.2,9.1,6.3,2.2,Tidak Bekerja,0.0,Rendah
2130.0,2.33,2.25,3.4,2.28,2.9,2.73,2.48,,83.0,96.0,95.1,89.1,99.7,91.7,2.0,3.5,3.8,9.1,6.6,5.3,5.4,Penuh Waktu,45.0,Menengah
2131.0,3.27,2.4,3.61,2.3,2.95,2.39,3.18,3.62,89.5,88.2,83.9,86.0,81.6,100.0,1.0,6.6,4.3,5.1,10.8,5.5,7.9,Penuh Waktu,,Rendah
2132.0,1.64,2.13,2.55,2.17,1.83,2.8,2.51,2.49,82.6,71.4,91.8,75.9,89.7,83.2,0.0,4.7,4.2,6.7,7.2,7.1,4.6,Tidak Bekerja,0.0,Menengah
2133.0,3.48,2.29,1.94,2.47,2.61,2.82,2.8,2.94,58.6,85.4,77.6,97.9,92.3,94.6,1.0,7.0,5.3,4.0,4.7,6.8,4.4,,0.0,Menengah
2134.0,2.48,2.18,3.09,2.67,2.46,2.51,,2.38,100.0,95.9,72.1,78.8,81.3,61.6,0.0,3.6,5.9,4.6,7.5,5.8,,Tidak Bekerja,0.0,Tinggi
2135.0,3.14,2.57,3.0,2.82,2.61,2.79,2.47,2.34,86.4,86.6,87.6,99.3,88.1,81.4,1.0,5.4,9.5,2.8,8.4,5.8,5.2,Tidak Bekerja,0.0,Rendah
2136.0,3.19,2.68,2.53,2.38,2.79,3.04,3.26,1.81,80.3,92.2,73.2,83.2,92.6,84.1,0.0,5.1,2.7,3.9,5.6,6.5,4.3,Paruh Waktu,12.0,Rendah
2137.0,1.93,2.01,2.37,2.41,2.36,2.65,2.53,2.07,74.7,100.0,81.4,80.9,69.8,80.4,1.0,6.9,6.2,6.6,2.6,2.6,7.3,Paruh Waktu,12.0,Rendah
2138.0,2.17,3.45,3.47,2.43,2.7,1.85,2.42,3.91,91.0,91.8,80.0,84.0,84.4,71.0,2.0,5.2,6.5,8.5,5.5,4.7,4.7,Tidak Bekerja,0.0,Tinggi
,1.84,3.0,2.34,3.64,2.61,2.57,3.53,3.19,90.5,93.1,74.2,92.4,83.0,88.6,1.0,6.0,2.8,6.2,4.6,2.5,4.7,Penuh Waktu,49.0,Menengah
2140.0,2.61,2.54,2.81,3.35,3.28,3.04,3.19,2.96,75.8,94.5,60.3,84.8,85.5,100.0,2.0,3.1,7.0,5.4,4.3,1.3,5.4,Tidak Bekerja,0.0,Menengah
2141.0,1.72,2.31,2.36,,2.22,1.98,2.94,3.0,77.5,80.6,100.0,71.2,74.6,91.1,0.0,5.2,4.9,1.9,3.1,4.4,8.8,Tidak Bekerja,0.0,Menengah
2142.0,2.45,1.94,3.6,2.81,3.19,1.65,2.38,2.41,95.0,100.0,73.1,86.6,97.9,78.2,1.0,3.5,6.0,1.8,0.9,0.0,6.4,Paruh Waktu,17.0,Rendah
,2.83,2.99,2.87,2.23,2.96,2.58,3.15,3.32,80.6,84.3,87.4,87.2,100.0,82.2,3.0,1.2,4.6,8.8,5.8,5.2,2.6,Paruh Waktu,17.0,Rendah
2144.0,2.73,1.93,3.22,2.5,3.56,3.08,2.64,3.81,89.6,97.2,77.6,75.3,63.2,94.1,0.0,4.4,9.7,5.6,5.6,7.8,,Tidak Bekerja,0.0,Rendah
2145.0,3.49,2.96,3.39,1.73,3.41,2.24,2.44,2.52,88.8,88.9,91.1,88.8,88.9,81.9,0.0,5.5,5.9,2.2,6.1,5.4,7.1,Paruh Waktu,10.0,Tinggi
2146.0,1.81,,2.45,3.22,3.31,2.32,2.32,2.47,96.2,78.3,100.0,86.3,89.4,80.3,2.0,8.2,5.9,4.0,2.4,6.4,3.7,Tidak Bekerja,0.0,Menengah
2147.0,2.55,2.58,2.3,2.73,2.97,2.62,2.36,2.7,89.0,86.3,100.0,78.4,83.5,92.8,1.0,3.6,8.9,5.0,,5.0,7.0,Paruh Waktu,18.0,Rendah
2148.0,3.3,3.11,2.68,2.71,3.14,1.77,2.49,3.45,92.4,82.6,64.9,65.9,67.3,73.4,2.0,3.1,7.0,2.1,3.4,6.1,,Tidak Bekerja,0.0,Tinggi
2149.0,2.95,2.03,2.49,3.7,2.93,3.1,2.15,3.25,64.0,88.1,81.8,82.2,95.3,73.8,0.0,5.5,5.5,5.5,7.8,4.9,5.9,Penuh Waktu,42.0,Rendah
2150.0,2.41,2.2,2.93,2.41,3.95,3.55,2.62,2.54,83.1,100.0,100.0,65.3,98.4,82.1,1.0,3.4,7.2,5.2,,6.9,,Tidak Bekerja,0.0,Menengah
2151.0,2.63,2.84,2.47,2.8,2.91,2.19,2.2,2.31,83.7,89.3,98.0,100.0,86.8,80.5,3.0,0.2,5.5,4.7,4.3,3.7,3.7,Penuh Waktu,31.0,Menengah
2152.0,2.5,3.24,2.42,2.94,3.05,3.02,2.48,2.18,71.9,100.0,89.6,100.0,76.7,97.5,0.0,4.0,4.9,4.4,3.2,3.3,4.9,Penuh Waktu,36.0,Menengah
2153.0,2.33,3.1,2.52,3.57,2.72,2.7,3.55,2.5,80.9,78.0,87.0,77.6,92.8,84.5,1.0,6.7,6.5,4.0,3.5,4.3,5.0,Penuh Waktu,31.0,Rendah
2154.0,3.5,2.7,3.02,2.43,2.97,3.08,2.02,3.01,83.9,74.7,100.0,75.7,87.3,72.6,3.0,2.8,7.1,4.3,7.9,4.2,4.1,Tidak Bekerja,0.0,Rendah
2155.0,3.03,2.61,3.51,1.98,2.95,2.69,,2.8,87.6,67.1,87.3,95.4,79.0,95.0,0.0,4.3,3.8,3.9,3.0,5.1,3.8,Tidak Bekerja,0.0,Rendah
2156.0,2.44,2.81,2.56,2.95,3.26,3.02,3.65,3.78,82.1,73.5,82.1,86.2,100.0,81.3,0.0,5.6,3.6,4.3,2.6,2.1,7.7,Tidak Bekerja,0.0,Menengah
2157.0,3.22,2.96,2.85,3.39,2.51,3.03,3.74,3.37,73.8,79.2,100.0,79.2,100.0,80.7,1.0,4.6,3.2,3.5,4.6,5.4,4.2,Tidak Bekerja,0.0,Menengah
2158.0,2.51,3.49,3.2,3.25,3.1,2.97,2.97,3.21,90.8,79.7,70.8,66.1,76.5,77.6,1.0,4.8,4.8,8.5,6.1,3.5,7.7,Penuh Waktu,45.0,Menengah
2159.0,1.77,,3.28,3.32,2.43,2.8,2.66,3.65,82.3,98.9,74.9,78.8,82.0,85.2,,,3.8,0.8,2.5,6.1,6.8,Tidak Bekerja,0.0,Rendah
2160.0,3.02,2.14,2.92,2.79,3.27,2.83,2.71,3.06,94.8,85.1,73.8,90.8,91.2,88.2,1.0,5.8,4.0,5.3,6.9,5.9,6.9,Paruh Waktu,15.0,Rendah
2161.0,2.25,2.88,3.13,3.3,2.56,1.83,2.78,3.44,100.0,94.8,71.4,83.1,87.3,88.9,0.0,1.4,9.1,7.6,5.0,5.3,4.0,Tidak Bekerja,0.0,Menengah
2162.0,3.32,2.84,2.32,2.74,2.8,2.55,2.06,2.57,84.1,70.6,75.8,77.8,66.4,86.3,2.0,5.5,3.9,2.3,5.8,6.1,5.2,Penuh Waktu,36.0,Menengah
2163.0,3.36,2.68,2.78,2.18,2.77,3.0,2.67,2.19,91.1,82.4,77.3,88.9,74.0,86.1,1.0,7.5,6.8,6.0,5.1,0.9,4.4,Penuh Waktu,45.0,Tinggi
2164.0,2.31,2.44,2.79,2.4,2.57,2.45,3.04,3.74,83.7,76.1,84.3,75.3,100.0,95.9,0.0,8.1,6.7,2.6,5.8,5.8,7.2,Penuh Waktu,,Menengah
2165.0,1.99,,2.37,3.01,2.62,3.15,2.53,2.74,93.1,84.0,85.6,92.6,84.2,69.2,0.0,3.9,1.2,4.5,5.9,5.2,7.8,Paruh Waktu,18.0,Tinggi
2166.0,3.36,2.16,3.16,2.5,2.9,2.7,3.15,1.74,81.6,,84.2,61.6,78.0,95.4,1.0,2.8,3.9,6.2,5.6,2.3,1.5,Paruh Waktu,15.0,Menengah
2167.0,3.1,2.01,3.16,3.44,3.07,3.58,2.93,2.93,88.5,98.6,90.4,79.7,,89.3,0.0,4.6,7.0,5.2,6.4,6.0,3.5,Tidak Bekerja,0.0,Rendah
,2.96,2.74,3.34,2.65,2.6,2.37,2.16,2.49,89.1,97.8,93.5,79.3,86.6,85.3,0.0,7.3,7.6,1.1,7.8,1.9,5.5,Paruh Waktu,15.0,Rendah
2169.0,1.83,2.41,3.29,3.41,2.61,3.65,2.43,2.85,64.1,84.2,85.7,78.5,96.4,67.4,1.0,1.4,5.2,0.6,6.5,4.6,6.4,Tidak Bekerja,0.0,Menengah
2170.0,2.79,2.91,2.7,3.35,3.28,2.94,2.9,3.1,83.6,88.5,78.2,71.9,83.9,95.1,3.0,6.4,2.8,3.6,4.2,2.2,3.5,Tidak Bekerja,0.0,Rendah
2171.0,2.89,3.29,1.68,2.21,2.92,2.89,2.59,3.23,84.5,100.0,86.0,78.7,100.0,85.2,0.0,6.2,3.1,5.7,4.9,6.3,4.3,Paruh Waktu,10.0,Menengah
2172.0,2.44,2.89,2.81,2.81,2.89,2.48,2.17,2.79,96.0,90.8,89.5,79.9,86.9,76.7,1.0,4.2,5.7,1.4,8.5,2.3,8.8,Tidak Bekerja,0.0,Rendah
2173.0,2.55,2.53,2.45,2.56,2.8,2.3,3.17,3.46,65.6,100.0,92.7,87.6,79.3,86.7,1.0,6.8,10.2,9.4,1.9,4.6,5.2,Tidak Bekerja,0.0,Menengah
2174.0,2.56,3.24,3.94,3.21,3.23,3.37,2.98,2.55,82.0,96.0,87.9,75.2,98.1,77.3,1.0,2.7,3.2,5.6,6.9,5.5,3.9,Paruh Waktu,16.0,Menengah
2175.0,2.58,2.3,1.25,2.78,2.31,2.84,4.0,2.85,86.9,94.9,98.4,87.0,86.9,79.5,0.0,6.1,6.2,5.1,2.6,5.4,6.5,Paruh Waktu,18.0,Menengah
2176.0,2.59,2.96,3.61,2.22,2.25,2.02,3.04,2.81,75.4,76.7,83.8,84.3,74.6,86.8,1.0,2.2,5.1,4.6,5.8,7.4,4.3,Tidak Bekerja,0.0,Menengah
2177.0,2.71,1.48,2.34,3.62,3.32,3.24,2.65,,87.6,91.9,100.0,95.9,84.3,90.1,2.0,7.8,6.2,6.6,7.6,10.1,3.1,Paruh Waktu,18.0,Rendah
2178.0,2.45,3.25,2.46,1.8,3.18,2.99,2.44,2.12,80.4,85.0,90.9,100.0,88.1,91.7,1.0,1.8,2.8,7.2,2.4,3.5,5.8,Tidak Bekerja,0.0,Menengah
2179.0,2.9,3.63,2.92,1.93,3.22,2.66,3.1,3.46,68.9,89.4,97.4,88.6,100.0,87.1,0.0,8.4,1.7,6.8,0.0,5.7,2.7,Penuh Waktu,46.0,Menengah
2180.0,2.89,2.2,3.04,2.44,2.64,3.02,2.97,2.04,70.9,75.0,87.0,98.1,80.2,75.6,0.0,3.1,5.9,7.2,7.0,3.7,2.0,Penuh Waktu,35.0,Rendah
