ipk_smt1,ipk_smt2,ipk_smt3,ipk_smt4,ipk_smt5,ipk_smt6,ipk_smt7,ipk_smt8,kehadiran_mk1,kehadiran_mk2,kehadiran_mk3,kehadiran_mk4,kehadiran_mk5,kehadiran_mk6,retake,online_activity1,online_activity2,online_activity3,online_activity4,online_activity5,online_activity6,status_pekerjaan,beban_kerja,sosial_ekonomi,cluster
3.58,3.32,1.82,3.5,3.29,2.81,2.93,3,98.8,80.9,100,74.2,67.4,90.9,0,7.5,4.6,0.5,2,5.9,5,Tidak Bekerja,16,Menengah,1
4.05,3.43,2.69,2.78,3.14,2.38,3.12,2.63,84.2,85,86.3,100,80.3,80.8,0,7.9,4.9,6.5,2.9,5.5,6.6,Tidak Bekerja,16,Menengah,1
4,3.04,2.94,2.97,2.82,2.6,2.09,2.75,84.2,83.7,87.3,90.5,89.1,82.3,3,5.8,3.4,1.8,4,5,1.6,Penuh Waktu,34,Rendah,0
2.95,3.27,2.56,2.45,3.24,3.06,2.82,3.34,100,88.7,79.1,90,76.8,97.4,2,3.6,4.6,3.3,5.4,5.4,6.5,Penuh Waktu,32,Menengah,0
2.11,2.5,2.55,3.33,2.65,3.23,2.46,3.12,90.4,62.9,95,79.6,72.7,76.2,1,3.9,3.3,3.2,4.5,5.9,7.3,Tidak Bekerja,19,Rendah,1
3.03,2.31,2.87,2.93,2.22,2.07,2.99,2.52,100,100,89.7,94.5,74.8,71.7,2,4.7,2.4,5.6,3.4,5.4,4.7,Tidak Bekerja,16,Rendah,1
2.55,2.07,2.83,1.88,3.37,3.01,3.17,2.27,85.5,78.3,84.75,75,84.2,71.2,3,4.7,1.7,8.5,5.3,5,6.4,Paruh Waktu,0,Rendah,1
2.9,3,2.94,2.41,2.71,1.82,2.49,2.63,91.3,90.1,77.5,77.3,98.1,82.1,2,5.2,6.6,4.8,4.7,4.4,4,Penuh Waktu,45,Rendah,0
2.96,3.46,3.17,2.95,2.76,2.52,3,2.91,81.3,76.3,84.5,96.6,86.1,85.3,1,5.8,6,5.5,4.9,4,7,Tidak Bekerja,17,Menengah,1
2.98,2.97,2.83,2.49,2.8,2.75,2.89,3.52,82,75.8,85.4,77.6,73.9,77.6,0,2.2,2.4,7.9,7.1,5,2.8,Penuh Waktu,42,Rendah,0
2.69,2.09,2.41,2.73,2.66,2.99,2.94,1.87,91.2,97.9,81.2,100,80.5,69.5,0,4.7,4.4,7.1,3,5.8,1.6,Paruh Waktu,0,Rendah,1
3.17,1.47,3.01,3.46,1.7,1.77,2.02,2.15,95,82.3,100,81.3,82.1,98.3,1,0,5.2,6.1,7.2,6.8,5.5,Tidak Bekerja,15,Menengah,1
3.01,3.01,2.52,1.75,2.98,2.53,2.44,3.35,85.5,79.9,77.3,58.05,69,77.2,1,7.2,5.9,7.1,6.4,5,5.2,Paruh Waktu,0,Menengah,1
3.02,2.64,2.91,2.93,2.87,2.47,3.42,3.41,72.4,64.8,80.6,77,68.5,81.2,1,7.9,5.9,6.6,7.6,6.5,4.7,Paruh Waktu,0,Menengah,1
1.99,3.45,3.52,2.55,2.48,3.03,2.2,2.63,87.3,78.1,96,87.6,83.6,94.8,0,5.3,3.6,7.5,4.9,0,5.6,Penuh Waktu,40,Rendah,0
2.53,2.36,2.86,3.29,3.27,3.61,2.12,2.92,89.5,70.2,94.6,62.1,82.6,68.5,0,9.9875,4.8,6.9,5.1,3.6,7.2,Paruh Waktu,0,Rendah,1
2.03,2.73,2.36,2.73,2.11,2.36,2.76,1.76,100,98.6,100,75.2,80,100,1,8.5,4.1,2.7,5.1,3.6,6.3,Paruh Waktu,0,Menengah,1
2.08,2,2.77,2.07,2.93,3.51,3.27,3.61,93,81.9,71.7,73.4,92.1,92.4,0,3.6,4.6,6.3,4.1,8.6,5.6,Paruh Waktu,0,Tinggi,1
2.39,2.81,2.98,2.74,2.76,2.31,3.09,2.83,85.3,66,90.7,91.3,59.0375,91.4,1,4.5,1.7,3.1,2.5,3.3,6.1,Tidak Bekerja,13,Menengah,1
2.34,2.67,3.21,3.67,3.2,2.68,2.49,3.51,70.1,89,97,82,88.2,71.6,1,6,5.1,6.1,4.1,2.8,7.2,Paruh Waktu,0,Menengah,1
3.31,3.03,2.95,1.55,3.35,2.99,3.38,2.16,91.6,90.9,58.0125,84,84.9,75.3,1,5.9,5.5,3.7,5.1,1.7,5.9,Paruh Waktu,0,Tinggi,1
2.83,3.16,2.85,3.21,3.18,3.23,2.45,3.09,85,83.7,80.3,88.4,65.5,88.4,1,5.7,7.1,5.3,7.7,4.2,4,Paruh Waktu,0,Menengah,1
3.6,2.67,2.72,2.5,3.69,3.52,2.48,2.82,100,100,89.2,90.8,85.6,80.2,2,6.5,8.5,3.5,5.7,5.6,2.6,Penuh Waktu,45,Menengah,0
2.62,2.37,3.17,2.97,2.86,3.18,2.76,2.67,78.9,95,100,100,93.2,100,0,4,3.5,2.9,5.3,4.6,8.7,Paruh Waktu,0,Tinggi,1
2.72,2.71,2.86,2.54,3.21,3.09,3.16,3.48,89.7,85.5,84,92,85.8,66.7,0,3.8,8,1.3,5.7,6.1,4.8,Paruh Waktu,0,Tinggi,1
2.45,2.62,2.94,3.44,3.15,3.1,2.55,2.19,84.2,77.2,76.2,71.1,86,86.9,0,7.5,7.6,6.3,10.45,3.8,4.4,Paruh Waktu,0,Rendah,1
2.4,2.92,2.57,2.08,3.15,2.46,2,3.31,96.5,73.6,79.6,77,78.6,64.2,0,4.2,4.2,8.2,5.3,3.9,5.4,Tidak Bekerja,10,Menengah,1
2.98,2.47,2.89,2.4,2.22,3.21,3.26,2.76,92.8,69.5,93.2,99.3,84.7,83.7,0,2.3,6.1,6.1,7.2,4.4,3.9,Paruh Waktu,0,Rendah,1
2.62,1.86,3.12,3.38,3.05,1.78,2.98,3.33,80.9,88.6,91.1,77.2,76.8,65.6,1,4,3.3,4.5,6.9,6.6,2.7,Paruh Waktu,0,Menengah,1
1.49,2.72,2.63,2.63,2.92,2.19,3,2.84,100,85.1,99.1,100,88.8,84.1,3,3.6,5.6,8.6,5.6,5.7,8.1,Tidak Bekerja,15,Rendah,1
3.64,2.77,3.08,1.95,2.68,3.89,2.5,2.47,100,78.9,77.7,92,100,94.2,0,5.1,7.7,4.6,4,8,7.7,Penuh Waktu,33,Tinggi,0
3.4,2.67,2.83,2.16,2.74,2.46,2.65,2.09,98.1,95.8,98.1,85.4,81.9,88,0,5.7,8,5.4,5.2,6.6,1.3,Tidak Bekerja,15,Menengah,1
3.05,2.27,2.89,2.32,2.75,2.71,2.93,2.84,97.4,84.7,78.7,94.3,88.3,93.8,0,4.8,2.4,9.5,3.8,2.7,6.4,Paruh Waktu,0,Rendah,1
3.02,3.1,2.3,2.69,1.85,2.53,2.63,2.83,100,73.2,100,79.2,78.2,95.4,2,3.6,3.2,6.2,5.9,3.9,8.6,Paruh Waktu,0,Menengah,1
3.3,2.41,3.63,1.86,2,2.52,2.58,2.61,79.7,77.7,82.8,79.1,91.8,85.3,1,4.6,4.9,4.9,4,2.5,3,Penuh Waktu,45,Menengah,0
2.55,2.75,3.26,3.24,2.61,2.37,3.52,2.7,90.6,93.2,78.9,73,92.1,71.9,1,3.2,6.5,6,5.9,4.2,7.6,Paruh Waktu,0,Menengah,1
2.76,3.13,3.08,2.74,2.08,2.48,2.52,3.56,84,95.3,87.1,84.3,80.3,90.2,2,3,4.9,5.2,5.4,3.3,4.2,Tidak Bekerja,15,Menengah,1
2.16,2.52,2.23,3.54,3.15,2.93,2.95,2.71,71.4,80.7,61,92,86.4,85.8,1,3.6,4.8,6.2,5.8,2.8,3.6,Paruh Waktu,0,Tinggi,1
2.65,2.56,2.75,2.26,1.83,3.03,3.5,2.52,87.9,83.3,83.3,78.9,92,87.5,0,3.7,6.6,7.9,7.4,4.7,3.3,Paruh Waktu,0,Rendah,1
2.71,1.71,2.34,2.49,2.38,2.48,2.91,2.85,97.7,82.4,69.8,63.8,98.3,84.4,3,5.6,6.6,5.4,7.4,6.5,7,Tidak Bekerja,10,Rendah,1
2.28,2.72,2.4,2.67,2.23,3.23,2.59,2.76,83.5,85.1,85,93.1,82.1,77.8,2,5.1,3.8,4.9,2.9,7.1,3.4,Paruh Waktu,0,Menengah,1
2.58,3.5,3.27,2.64,2.71,2.17,2.41,2.82,80.9,93,90.7,87.1,91,88.4,1,5,3.5,8.6,6.2,5.7,3.4,Paruh Waktu,0,Rendah,1
2.76,2.78,2.07,2.97,2.92,2.21,3.11,2.26,81.7,77.2,91,90,73.7,79,1,3.8,6.3,3.6,4.7,4.5,4.3,Paruh Waktu,0,Tinggi,1
2.64,2.93,2.54,2.46,2.92,3.14,3.4,2.65,77.3,77.2,99,88.3,76.8,78.2,1,2.8,4.9,6,8.1,7.2,5.1,Tidak Bekerja,16,Rendah,1
4,3.08,2.85,2.31,2.79,3.38,2.65,2.11,76.4,71.4,78.1,73.6,90.5,91.9,2,8,4.9,4.9,5.7,3.9,2.7,Tidak Bekerja,19,Menengah,1
2.52,2.73,3.62,2.44,3.09,2.46,2.26,2.71,100,92.8,89.6,79.8,81.2,70.2,3,8.6,5.5,5.4,5.4,9.2,5.6,Tidak Bekerja,11,Rendah,1
2.93,2.62,2.16,2.73,2.9,2.52,3.22,1.95,100,91.1,100,91.3,87.4,79,0,4.1,2.5,9,5.3,6.7,7.1,Paruh Waktu,0,Rendah,1
3.58,2.17,2.75,2.05,2.92,3.03,3.11,2.98,99.3,79.5,74.4,79.1,71.5,85.8,1,4.7,6,1.8,5,7.4,6.1,Paruh Waktu,0,Rendah,1
2.56,3.62,2.79,2.91,2.73,2.99,2.64,3.14,81.1,98.8,90,83.5,93.4,85,2,6.7,5.2,4.5,5.3,4,7,Tidak Bekerja,15,Menengah,1
2.11,2.84,2.16,2.7,2.03,3.3,2.55,3.2,84.2,66.6,80.2,79.7,84.9,100,2,8.3,4.5,2.5,3.5,6,4.8,Paruh Waktu,0,Rendah,1
3.36,2.86,3.04,4,3.13,3.04,2.64,2.75,73,85.8,100,89.3,100,90.3,1,5.6,4.7,8.9,4.1,3.5,3.2,Tidak Bekerja,15,Menengah,1
3.17,2.47,3.01,2.99,3,2.55,2.77,2.84,85.7,83.4,100,88.2,89.2,72.8,0,9.6,6.8,5.7,8.4,2.6,2.8,Tidak Bekerja,19,Rendah,1
2.74,3.06,2.21,2.71,3.6,2.76,2.4,2.08,80.1,74.2,81.1,90.4,85.4,80.2,1,1.4,6.7,4.3,5.2,3.2,4.2,Paruh Waktu,0,Rendah,1
2.9,2.41,2.15,2.57,3.14,2.28,2.76,2.42,96.3,79.9,91.6,95.2,100,71.5,2,2.2,7.3,7,3.8,0,5.2,Paruh Waktu,0,Rendah,1
3.17,3.23,2.36,2.47,2.95,2.97,3.67,2.94,100,91.5,82.7,77.2,93,81.3,1,4.8,3.3,5,6.2,4.2,3.6,Tidak Bekerja,10,Menengah,1
2.8,3.01,3.19,2.95,2.27,2.34,2.2,2.09,87.7,97.4,92.2,92,74.7,89.9,1,6.1,8.4,5.7,8.5,5.2,5.9,Tidak Bekerja,10,Menengah,1
2.49,3.89,2.85,3.2,2.83,2.22,2.71,2.05,88,82.9,71.1,80.5,74.2,80.4,2,4.7,6.5,3.2,3.4,5.7,5.1,Penuh Waktu,31,Rendah,0
2.38,2.77,2.7,2.82,3.19,2.73,2.9,2.63,89.7,89.9,74,88.4,90.9,86.5,0,5.8,5.3,3.4,4.1,5.3,4.8,Paruh Waktu,0,Rendah,1
3.47,2.71,2.34,2.63,3.08,3.48,3.02,2.74,100,82.8,82.2,73.5,78.9,73.4,0,2.4,4.8,4,7.4,5.6,6.4,Paruh Waktu,0,Menengah,1
3.01,2.86,2.43,1.9,2.27,2.66,2.74,3.47,100,83.8,89.4,80.4,78.3,82.9,1,3.8,3.5,3.9,3.6,5,5.3,Tidak Bekerja,19,Menengah,1
3.38,2.58,3.41,3.31,2.4,2.2,2.83,2.13,58.5,80.1,100,80.5,88.8,92,1,4.9,4.3,7.5,5.1,4.8,6.6,Paruh Waktu,0,Rendah,1
2.67,3.16,2.78,2.06,2.57,3.2,2.62,3.34,80.5,92.2,67.2,82.7,81.1,71,0,7.2,4.9,3.5,7.6,5.3,6.6,Paruh Waktu,0,Rendah,1
3.17,3.79,3.3,3.7,2.96,2.36,2.88,1.63,83.4,84.5,94.7,87.1,80.6,71,1,3.5,4.6,3.6,0,5,4.1,Paruh Waktu,0,Menengah,1
2.52,3.29,2.38,2.34,2.37,2.84,2.83,2.47,84.9,88.8,91,83.8,77.1,77.1,2,5.5,6.4,5.3,4.2,3.9,6.6,Paruh Waktu,0,Rendah,1
3.32,3.39,2.78,2.5,2.15,3.73,2.61,3.09,87,80,79.6,71.2,96.2,83.8,2,7.9,4.1,4.4,2.7,4.4,2.5,Paruh Waktu,0,Tinggi,1
2.54,2.18,1.99,3.29,2.34,3.01,1.95,3.53,100,88.3,82.1,99.4,80,85.5,2,0,4.8,7.3,4.1,4.1,4.1,Tidak Bekerja,18,Menengah,1
2.54,2.86,2.75,2.4,3.37,3.13,2.73,1.97,81.9,81.2,84.75,90.2,86.9,75.3,1,5.5,7,6,3.8,9.8,5.9,Tidak Bekerja,11,Menengah,1
2.03,1.79,2.27,3.15,2.93,3.22,1.92,3.01,70.6,74.2,72,73.7,100,90.3,2,1.3,1.9,5.2,5.3,3.7,8.4,Penuh Waktu,39,Rendah,0
2.9,2.88,2.24,2.54,1.98,3.33,3.42,2.97,72.7,91.3,80.2,68.2,81.1,95.1,0,4.5,5.2,2.6,4.5,4.4,2.9,Paruh Waktu,0,Menengah,1
3.71,3.4,2.27,2.51,2.72,1.73,2.72,2.99,84.8,84,78.4,81.5,80.2,74.6,2,6.9,8.2,4.9,3,3.5,3,Tidak Bekerja,18,Menengah,1
2.72,3.01,3.65,2.73,2.97,2.7,2.7,2.5,79.4,100,79.5,69.6,86.3,95.2,1,7.5,2.6,7.2,9.1,3.6,4.7,Tidak Bekerja,19,Rendah,1
2.38,3.21,2.53,1.73,2.71,2.11,2.62,2.93,78.4,67.8,74.9,98,86.9,93.6,0,8.3,9.1,5.4,4.4,3.7,5.2,Penuh Waktu,45,Rendah,0
2.63,2.75,3.56,1.57,2.45,3.17,2.25,2.74,94.6,91.6,91.8,83,86.2,86.7,0,3.9,6.7,2.4,3.7,6.7,1.1,Penuh Waktu,35,Menengah,0
2.81,3.08,2.76,3.32,2.94,3.18,3.15,3.43,75.3,72.6,95.4,86.6,84.7,63.1,0,4.9,5,6.8,5.1,5,5.8,Tidak Bekerja,0,Menengah,1
2.48,2.81,3.85,2.27,3.02,2.89,3.01,2.61,79.1,87.3,80.4,61.7,76.8,81.8,1,2.8,5.3,3.5,4.9,9.3,7.5,Penuh Waktu,37,Menengah,0
2.93,2.39,2.83,3.22,2.24,2.96,2.7,3.23,95.8,85.6,85,82.8,74.4,88.9,1,5.1,3.5,1.1,6.1,4.3,6.4,Tidak Bekerja,11,Rendah,1
2.6,3.52,3.11,1.99,2.08,2.45,2.79,3.19,91,74.4,91.2,92.3,89.9,100,1,6.5,6.9,8.8,6.7,3.9,7.5,Paruh Waktu,0,Rendah,1
3.06,3.28,3.06,2.84,2.91,3.05,2.45,2.1,80.1,90.4,78.5,100,89.4,86.2,1,3.8,6.8,2.6,5.6,4.1,5.2,Paruh Waktu,0,Menengah,1
3.19,2.94,2.55,3.73,3.39,3.27,2.39,3.27,88.4,77.8,84,74.6,77.9,73.6,0,6.9,4.9,3.1,6,5,7.1,Paruh Waktu,0,Menengah,1
3.33,2.5,2.6,3.81,2.38,2.28,2.75,3.96,87.5,78.4,91,84.5,91.1,92.8,0,6.9,4.7,4.7,6.7,0.1,0,Paruh Waktu,0,Rendah,1
2.83,3.35,2.98,3.07,2.21,2.49,3.1,2.8,89.8,91.1,86.7,100,79.7,76.8,0,1.5,6.5,3.9,7.5,5.5,4.3,Tidak Bekerja,13,Menengah,1
2.93,3.38,2.91,2.36,1.95,3.44,2.47,3.21,99.9,75.7,76.7,94.3,89.4,82.5,2,5.6,6.5,6.7,7.9,3.7,7.4,Tidak Bekerja,14,Menengah,1
2.91,2.76,2.96,3.4,2.03,3.05,2.92,2.3,96.9,85.6,77.6,89.3,94.6,88.2,1,4.1,3.4,3.4,6.6,6.9,4.5,Paruh Waktu,0,Rendah,1
2.71,2.55,2.69,2.73,3.04,2.65,3.05,1.95,78.8,81.8,84.75,66.7,93.9,70.3,1,3.7,4.9,9.1,4.9,5.9,2,Paruh Waktu,0,Rendah,1
2.48,3.05,2.36,2.61,1.55,2.71,2.74,2.65,100,84.3,58.0125,72.8,84.6,84.2,0,3.4,3,7.8,7,7.3,3.7,Paruh Waktu,0,Menengah,1
3.14,2.3,3.59,2.55,3,2.41,3.5,2.9,100,96.8,93.4,75.4,85.8,81.8,1,5.1,5.3,3.2,4.7,4.8,3,Tidak Bekerja,17,Menengah,1
2.19,4,3.3,3.12,2.14,3.56,2.32,2.66,98.8,80.9,87.3,96.7,72.9,96.6,0,8.2,4.9,7.5,3.4,1.9,1,Tidak Bekerja,14,Menengah,1
2.43,2.13,2.28,3.46,3.17,2.67,2.62,2.47,60.7,69,83.6,90.9,81.7,69.5,0,8.3,2.3,5,5.3,9.7,3.1,Penuh Waktu,35,Menengah,0
3.62,2.7,2.99,2.77,2.6,2.74,3.13,2.72,83.4,82.7,75.1,95.4,80.5,99.7,1,5.5,7.8,4.6,5.1,7.1,3.9,Tidak Bekerja,13,Rendah,1
2.85,3.52,3.19,2.65,3.97,2.73,2.76,2.92,80.8,98.8,84,91.5,59.0375,86.3,1,4.3,5.1,2.7,4.6,5.4,4.3,Tidak Bekerja,14,Rendah,1
2.81,3.03,2.13,2.59,3.06,2.54,2.91,2.55,97.1,85.2,79,88.2,88.2,94.7,2,2.6,3.2,5.5,3.9,5.3,5.5,Tidak Bekerja,14,Tinggi,1
3.21,2.88,2.08,2.43,1.59,2.57,2.29,2.72,95,80,89.1,84.1,76,99.1,0,6.7,2.8,5.9,4.6,6,2.3,Penuh Waktu,34,Menengah,0
2.58,2.77,3.26,4,2.79,2.66,3.72,3.32,100,87.4,93.2,85.5,85.6,86.1,2,5.8,5.1,4.9,6.2,5.4,5.3,Tidak Bekerja,0,Rendah,1
2.21,2.16,2.85,2.73,2.83,3.02,3.02,2.71,85.5,84.3,85.4,71.1,92.6,95.5,3,6.3,6.1,3,2.2,6.7,5.1,Penuh Waktu,42,Rendah,0
3.55,2.72,2.75,3.28,3.34,2.32,2.82,3.74,100,75.8,71.1,88.5,92.1,92.2,0,6.1,5.6,4.2,3.7,6.6,3.6,Tidak Bekerja,16,Menengah,1
2.19,2.76,1.89,3.02,2.47,3.1,2.47,2.43,94.1,80.6,81.3,100,99.9,93.6,0,5.1,9.95,7.8,3.7,6.5,3.1,Paruh Waktu,0,Tinggi,1
2.56,2.18,2.86,2.31,3.18,2.34,1.73,2.49,69.2,92.8,95.4,79.2,100,76.6,0,4.4,2.8,1.6,5.7,8,4.1,Paruh Waktu,0,Menengah,1
1.87,2.11,3.35,2.73,2.11,2.75,2.63,2.89,93.8,100,84.75,100,76.3,83.8,1,4,4.1,5.5,6.5,5.7,6.6,Tidak Bekerja,19,Menengah,1
2.01,2.07,2.01,3.1,2.02,3.24,3.16,2.32,85.5,96.8,79.2,97.3,86.7,78.1,0,6.7,3.5,7.8,2.7,5,5.1,Penuh Waktu,35,Rendah,0
2.42,2.38,4,2.41,2.98,3.3,2.98,2.62,73.6,73.4,80.7,83.6,84.6,77.8,1,4,7.8,2.9,3.6,2.4,10.45,Paruh Waktu,0,Rendah,1
2.92,3,2.21,1.99,2.42,2.49,3.01,2.7,100,87.6,68.8,70.6,81.2,77.9,2,5,6.6,6.2,2.8,7.4,4.3,Paruh Waktu,0,Menengah,1
3.34,2.98,3.44,2.93,2.82,2.89,2.45,3.13,82.6,87.9,81.9,89.4,87.3,94.8,0,3.8,3.8,6.4,8.4,4.4,6.2,Paruh Waktu,0,Tinggi,1
2.18,2.85,2.65,2.88,2.68,2.49,2.19,1.89,81.3,60.1,70.7,93.5,76.1,91.5,1,6.1,3.4,6.9,7.7,2.1,6.8,Paruh Waktu,0,Rendah,1
3.13,2.66,2.86,2.95,1.44,2.43,2.79,3.12,85.5,85.2,70.2,90.5,83.9,100,2,7.5,4.9,3.7,8,5.2,6.2,Tidak Bekerja,11,Tinggi,1
2.93,3.56,2.32,2.7,2.35,2.88,3.01,3.9,75.7,98.3,80.9,79.4,82.6,100,0,1.1,5.9,7.3,3.1,6.1,3.6,Paruh Waktu,0,Menengah,1
2.61,2.9,3.01,1.88,2.87,3.29,2.98,2.57,70.9,90.1,100,91.6,96.6,94.3,2,4.2,5.2,6.7,1.8,6.3,7.5,Penuh Waktu,40,Tinggi,0
2.87,2.33,2.29,3.3,3.81,3.02,3.86,1.77,72.6,79.9,65.1,82.8,96.8,64.6,2,6.8,2.5,3.4,4.7,4.9,7,Penuh Waktu,43,Menengah,0
2.34,2.36,3.86,3.17,3.35,3.1,2.7,2.83,75.1,100,84,76.3,70.4,100,1,7.1,6,1.3,5.8,4.5,4,Paruh Waktu,0,Menengah,1
2.29,2.05,3.2,2.3,2.85,2.43,3.24,3.11,85.5,100,84.75,81.5,86.6,91.3,3,1.2,7.3,3.8,6.3,3.5,7.7,Tidak Bekerja,19,Menengah,1
3.45,2.93,2.32,3.63,3.28,2.01,1.87,2.04,80.1,94,93.8,88.4,84.7,100,0,5.1,4.8,4,9.4,6.4,2.9,Tidak Bekerja,0,Menengah,1
2.08,2.51,3.75,2.65,3.29,2.22,2.01,3.45,93.1,80.8,100,78.8,76.4,85.2,1,4.5,2.7,4.8,5.5,6.7,10.3,Paruh Waktu,0,Menengah,1
2.92,2.41,2.75,2.74,3.09,3.2,2.56,3.35,79.5,96.2,78.4,84.5,82,82.5,0,3,4.2,3.9,5,6.1,4.8,Paruh Waktu,0,Rendah,1
2.42,3.26,3.39,2.49,2.67,1.9,2.66,2.02,80.1,95.8,70,76,76,68.3,0,6.7,5.6,8.6,3,1.5,6.9,Paruh Waktu,0,Rendah,1
2.85,3.54,2.4,3.22,2.45,3.24,2.8,2.23,83.8,91.1,58.0125,94.1,70.3,82.8,1,4.8,0,3.8,5.8,8.7,6.6,Paruh Waktu,0,Menengah,1
3.25,2.49,2.81,3.24,3.23,2.69,2.75,2.97,94.7,81.1,66.5,84.2,72.4,85,1,3.1,4.8,3.6,4,6.7,7.1,Tidak Bekerja,19,Rendah,1
3.41,2.27,2.64,2.63,2.57,3.15,3.19,2.95,88.6,79.4,88.3,72.1,100,98.5,2,6.9,5.8,5.8,1.6,2.5,2.7,Paruh Waktu,0,Menengah,1
2.26,3.28,3.05,2.96,2.26,2.42,2.01,3.17,85.4,79.6,83.6,95.5,73.6,80.6,1,1.8,2.9,4.5,7.2,6.3,7,Penuh Waktu,41,Menengah,0
2.73,3.13,2.6,2.57,2.62,2.52,2.22,2.13,89.9,91.2,58.0125,82.9,82.7,89.6,1,6,6.4,4.3,3.6,1.6,4.8,Paruh Waktu,0,Rendah,1
2.11,2.32,3.03,3.32,2.38,3.51,2.61,3.33,85.4,71.8,76.3,83.8,95.5,90.5,0,7.5,3.6,1.8,6.2,5.9,4.7,Paruh Waktu,0,Rendah,1
2.93,3.15,2.9,2.53,4,3.77,2.38,2.45,77.4,98.9,94.1,92.4,83.4,93.8,0,5.7,4.6,5.8,8.2,6.6,3,Tidak Bekerja,11,Menengah,1
2.45,3.16,2.22,2.9,2.53,2.72,2.81,3.31,84.2,94.8,76.1,68.6,89.6,81.9,1,2.9,2.9,3.2,5.6,4.3,2.1,Paruh Waktu,0,Rendah,1
2.7,3.89,3.13,3.16,2.83,3.45,3.37,2.86,58.5,64.7,77.7,84.5,70.8,89.2,1,5.2,4.7,5.1,0.2,8.2,4.3,Tidak Bekerja,16,Rendah,1
2.58,3.03,3.13,2.16,2.94,1.47,2.9,2.74,84,81.1,84.1,88.2,100,72.1,1,4.5,6.1,4.9,5.2,3.8,6.7,Paruh Waktu,0,Menengah,1
3.73,2.14,2.31,2.36,2.48,2.74,3.29,2.99,82.6,100,80.8,85.6,86.2,93.5,1,2.7,3,6.9,8.6,4.3,2.5,Tidak Bekerja,16,Rendah,1
2.7,2.71,2.63,2.96,2.9,1.73,3.04,2.27,91.7,85.4,86.4,87.2,79.6,79.1,2,6.5,4,2.9,6,5.9,4.9,Tidak Bekerja,13,Tinggi,1
1.84,2.91,2.97,2.48,1.91,2.65,2.14,3.03,71.2,84.5,77.3,96.2,100,81.4,2,2.9,8.3,4.7,5.6,4.8,4.6,Paruh Waktu,0,Menengah,1
3.58,2.63,2.56,2.35,2.93,2.4,2.19,2.38,75.5,74.9,85.9,83.1,90.5,86.5,1,2.6,0.8,2.9,6.5,6.5,7,Tidak Bekerja,13,Rendah,1
2.53,3.03,3.42,4,3.34,2.38,2.75,2.94,75.3,80.6,66.8,67.8,78.1,86.4,0,7.1,4.3,3.2,8.9,2.8,3.1,Tidak Bekerja,11,Menengah,1
3.57,2.53,2.57,3.21,2.86,3,2.71,2.49,81.7,96.9,82,89.3,75.3,100,1,5.6,5.7,6.9,4,7.4,2,Paruh Waktu,0,Rendah,1
2.72,2.21,2.13,2.77,2.71,2.62,2.12,2.55,78.3,85.9,79.4,84.6,71.9,71,0,6.1,6.5,4.2,5.1,4.1,7.2,Paruh Waktu,0,Rendah,1
2.51,2.92,3.45,2.88,2.81,2.78,2.58,2.7,90.6,94.5,60.6,92.2,82.1,89.9,2,5.7,4.7,6.1,5.6,4.9,4.8,Paruh Waktu,0,Rendah,1
2.78,2.26,2.17,2.29,3.38,3.01,2.58,1.415,76.5,88.4,88.5,88.4,71.5,86.8,1,4.9,5,3.5,7.1,5.7,4.7,Paruh Waktu,0,Menengah,1
2.88,2.59,2.43,3.01,3.16,2.37,3.03,2.88,76.7,85,79.5,97.4,78.5,100,1,5.3,1.5,0.7,4.6,7.7,7.5,Paruh Waktu,0,Menengah,1
3.29,3.03,3.23,3.07,3.22,1.62,2.3,2.2,73,85.1,70.5,75.6,84,69,4,4,6.3,2.5,6.6,3.4,5.5,Tidak Bekerja,14,Menengah,1
2.88,1.77,3.03,2.34,2.63,2.88,2.95,3.28,87,98.3,80.9,95.8,84.7,72,2,6,2.6,6.8,5.8,7,6.4,Tidak Bekerja,14,Rendah,1
2.56,2.36,1.81,2.59,2.7,2.93,2.36,1.92,100,86.6,84,95.3,75,73.4,1,6.2,8.5,2.1,4.9,5.6,5.8,Paruh Waktu,0,Rendah,1
3.52,2.39,2.73,2.41,2.57,2.65,2.11,2.68,85.5,68,77.2,70.3,73.9,82,1,4.6,4.6,9.1,5.5,5.7,5.1,Paruh Waktu,0,Tinggi,1
2.73,3.09,2.17,2.44,2.18,2.39,2.58,2.13,92.8,74.6,91.4,80,79.8,93.1,0,6.2,5.8,1.5,7.4,7.9,4.4,Paruh Waktu,0,Rendah,1
2.36,2.65,2.23,2.01,2.53,2.61,3.31,2.78,73.3,77.7,92.1,80.8,74.1,85.8,0,3.4,6,5.7,2.7,8.6,4.8,Tidak Bekerja,12,Menengah,1
2.83,3,2.05,1.81,2.53,2.23,2.85,2.78,72.5,87.8,91.9,100,73.7,83,1,3.8,8.8,1.5,6.5,4.2,3,Penuh Waktu,34,Tinggi,0
1.75,2.75,2.44,1.75,2.67,2.66,2.59,2.78,68.5,94.1,88.5,96.6,78.6,88.5,3,1.1,3.2,2.1,5.3,2.6,4,Paruh Waktu,0,Menengah,1
2.77,3.54,2.19,2.52,2.75,3.47,3.53,2.49,76.9,84.1,96.2,85.5,87.3,96.1,1,6.9,7,6.2,7.7,2.6,9.5,Paruh Waktu,0,Menengah,1
